Geo Point,Geo Shape,infobulle,nom,num_station,nb_bornettes,en_service,rue,mot_directeur,no,nrivoli,commune,code_insee,locations_2016
" 43.6112622998671,1.4380734891980733","{""coordinates"": [[1.438073489198073, 43.6112622998671]], ""type"": ""MultiPoint""}",90 - LASCROSSES -  PLACE ARNAUD BERNARD Nombre bornettes : 26 adresse : 3B BD LASCROSSES En service : oui,LASCROSSES -  PLACE ARNAUD BERNARD,90,26,oui,BD LASCROSSES,LASCROSSES (BD LASCROSSES),3B,3105555080,Toulouse,31555,26118
" 43.610209291372314,1.4350229747137304","{""coordinates"": [[1.43502297471373, 43.610209291372314]], ""type"": ""MultiPoint""}",88 - DUPORTAL -  LASCROSSES Nombre bornettes : 25 adresse : 17T BD LASCROSSES En service : oui,DUPORTAL -  LASCROSSES,88,25,oui,BD LASCROSSES,LASCROSSES (BD LASCROSSES),17T,3105555080,Toulouse,31555,48644
" 43.61238262005189,1.451413489607005","{""coordinates"": [[1.451413489607005, 43.61238262005189]], ""type"": ""MultiPoint""}",97 - RAYMOND IV Nombre bornettes : 20 adresse : 00 RUE RAYMOND IV En service : oui,RAYMOND IV,97,20,oui,RUE RAYMOND IV,RAYMOND IV (RUE RAYMOND IV),0,3105557320,Toulouse,31555,18913
" 43.60957205184462,1.4493465148275881","{""coordinates"": [[1.449346514827588, 43.60957205184462]], ""type"": ""MultiPoint""}",36 - PLACE SCHUMAN Nombre bornettes : 23 adresse : 5 PL ROBERT SCHUMAN En service : oui,PLACE SCHUMAN,36,23,oui,PL ROBERT SCHUMAN,SCHUMAN (PL ROBERT SCHUMAN),5,3105557536,Toulouse,31555,33670
" 43.60869816924607,1.4369334320517924","{""coordinates"": [[1.436933432051792, 43.60869816924607]], ""type"": ""MultiPoint""}",53 - PLACE SAINT JULIEN Nombre bornettes : 24 adresse : 0 PL SAINT JULIEN En service : oui,PLACE SAINT JULIEN,53,24,oui,PL SAINT JULIEN,JULIEN (PL SAINT JULIEN),0,3105557864,Toulouse,31555,23806
" 43.60857360973101,1.4347656704152625","{""coordinates"": [[1.434765670415262, 43.60857360973101]], ""type"": ""MultiPoint""}",52 - DUPORTAL -  CITE ADMINISTRATIVE Nombre bornettes : 21 adresse : 41 BD ARMAND DUPORTAL En service : oui,DUPORTAL -  CITE ADMINISTRATIVE,52,21,oui,BD ARMAND DUPORTAL,DUPORTAL (BD ARMAND DUPORTAL),41,3105550492,Toulouse,31555,8475
" 43.60641177748923,1.4477401399038077","{""coordinates"": [[1.447740139903808, 43.60641177748923]], ""type"": ""MultiPoint""}",17 - STRASBOURG  - SARDANE Nombre bornettes : 25 adresse : 7 BD DE STRASBOURG En service : oui,STRASBOURG  - SARDANE,17,25,oui,BD DE STRASBOURG,STRASBOURG (BD DE STRASBOURG),7,3105558328,Toulouse,31555,25938
" 43.62706243994888,1.4340294557457338","{""coordinates"": [[1.434029455745734, 43.62706243994888]], ""type"": ""MultiPoint""}",125 - BARRIERE DE PARIS Nombre bornettes : 20 adresse : 00 BRE DE PARIS En service : oui,BARRIERE DE PARIS,125,20,oui,BRE DE PARIS,PARIS (BRE DE PARIS),0,310555B279,Toulouse,31555,16780
" 43.60467810177643,1.449528282070613","{""coordinates"": [[1.449528282070613, 43.60467810177643]], ""type"": ""MultiPoint""}",20 - CARNOT -  TROIS JOURNEES Nombre bornettes : 27 adresse : 69 BD LAZARE CARNOT En service : oui,CARNOT -  TROIS JOURNEES,20,27,oui,BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),69,3105555132,Toulouse,31555,26414
" 43.59436105108423,1.440962799420181","{""coordinates"": [[1.440962799420181, 43.59436105108423]], ""type"": ""MultiPoint""}",50 - GARONNETTE Nombre bornettes : 23 adresse : 1 AV MAURICE HAURIOU En service : oui,GARONNETTE,50,23,oui,AV MAURICE HAURIOU,HAURIOU (AV MAURICE HAURIOU),1,3105555804,Toulouse,31555,12036
" 43.594774990582586,1.4439995416380598","{""coordinates"": [[1.44399954163806, 43.594774990582586]], ""type"": ""MultiPoint""}",48 - PLACE DU SALIN Nombre bornettes : 22 adresse : 18 PL DU SALIN En service : oui,PLACE DU SALIN,48,22,oui,PL DU SALIN,SALIN (PL DU SALIN),18,3105558116,Toulouse,31555,28810
" 43.59813198236612,1.4314033284908394","{""coordinates"": [[1.431403328490839, 43.59813198236612]], ""type"": ""MultiPoint""}",78 - PLACE INT ST CYPRIEN DARRE Nombre bornettes : 17 adresse : 14 PL INTERIEURE ST CYPRIEN En service : oui,PLACE INT ST CYPRIEN DARRE,78,17,oui,PL INTERIEURE ST CYPRIEN,CYPRIEN (PL INTERIEURE ST CYPRIEN),14,3105554336,Toulouse,31555,38713
" 43.59856445462124,1.4350500532675734","{""coordinates"": [[1.435050053267573, 43.59856445462124]], ""type"": ""MultiPoint""}",76 - REPUBLIQUE - PLACE OLIVIER Nombre bornettes : 20 adresse : 34 RUE DE LA REPUBLIQUE En service : oui,REPUBLIQUE - PLACE OLIVIER,76,20,oui,RUE DE LA REPUBLIQUE,REPUBLIQUE (RUE DE LA REPUBLIQUE),34,3105557428,Toulouse,31555,24212
" 43.61264644996692,1.4484574068908693","{""coordinates"": [[1.448457406890869, 43.61264644996692]], ""type"": ""MultiPoint""}",60 - ROQUELAINE Nombre bornettes : 21 adresse : 32 PL ROQUELAINE En service : oui,ROQUELAINE,60,21,oui,PL ROQUELAINE,ROQUELAINE (PL ROQUELAINE),32,3105557600,Toulouse,31555,23566
" 43.609663388000804,1.4469533597888367","{""coordinates"": [[1.446953359788837, 43.609663388000804]], ""type"": ""MultiPoint""}",35 - PLACE JEANNE D'ARC Nombre bornettes : 20 adresse : 1 RUE RAYMOND IV En service : oui,PLACE JEANNE D'ARC,35,20,oui,RUE RAYMOND IV,RAYMOND IV (RUE RAYMOND IV),1,3105557320,Toulouse,31555,18099
" 43.61068212182625,1.4436208412971954","{""coordinates"": [[1.443620841297195, 43.61068212182625]], ""type"": ""MultiPoint""}",58 - CONCORDE -  ARCOLE Nombre bornettes : 25 adresse : 4 RUE DE LA CONCORDE En service : oui,CONCORDE -  ARCOLE,58,25,oui,RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),4,3105552256,Toulouse,31555,56118
" 43.611056866963025,1.4366678360463037","{""coordinates"": [[1.436667836046304, 43.611056866963025]], ""type"": ""MultiPoint""}",89 - ESP COMPANS CAFFARELLI Nombre bornettes : 23 adresse : 1 ESP COMPANS CAFFARELLI En service : oui,ESP COMPANS CAFFARELLI,89,23,oui,ESP COMPANS CAFFARELLI,CAFFARELLI (ESP COMPANS CAFFARELLI),1,3105552251,Toulouse,31555,34229
" 43.608426118258286,1.4238626711813875","{""coordinates"": [[1.423862671181388, 43.608426118258286]], ""type"": ""MultiPoint""}",106 - BRIENNE  -  PASSERELLE Nombre bornettes : 15 adresse : 99 ALL DE BRIENNE En service : oui,BRIENNE  -  PASSERELLE,106,15,oui,ALL DE BRIENNE,BRIENNE (ALL DE BRIENNE),99,3105551424,Toulouse,31555,20097
" 43.58545390933224,1.4283605566006121","{""coordinates"": [[1.428360556600612, 43.58545390933224]], ""type"": ""MultiPoint""}",129 - CROIX DE PIERRE - DEODAT DE SEVERAC Nombre bornettes : 18 adresse : 2 BD DEODAT DE SEVERAC En service : oui,CROIX DE PIERRE - DEODAT DE SEVERAC,129,18,oui,BD DEODAT DE SEVERAC,SEVERAC (BD DEODAT DE SEVERAC),2,3105552600,Toulouse,31555,19224
" 43.62070816053589,1.4356190826526303","{""coordinates"": [[1.43561908265263, 43.62070816053589]], ""type"": ""MultiPoint""}",133 - MINIMES - MARCHE AU COCHONS Nombre bornettes : 20 adresse : 71 AV DES MINIMES En service : oui,MINIMES - MARCHE AU COCHONS,133,20,oui,AV DES MINIMES,MINIMES (AV DES MINIMES),71,3105555956,Toulouse,31555,16738
" 43.5967115549516,1.4243042746064545","{""coordinates"": [[1.424304274606454, 43.5967115549516]], ""type"": ""MultiPoint""}",130 - BILLIERES -  PATTE D OIE Nombre bornettes : 16 adresse : 66T AV ETIENNE BILLIERES En service : oui,BILLIERES -  PATTE D OIE,130,16,oui,AV ETIENNE BILLIERES,BILLIERES (AV ETIENNE BILLIERES),66T,3105553116,Toulouse,31555,21237
" 43.59232611846364,1.4490794557549873","{""coordinates"": [[1.449079455754987, 43.59232611846364]], ""type"": ""MultiPoint""}",113 - MUSEUM  -  DUMERIL Nombre bornettes : 20 adresse : 58 RUE ALFRED DUMERIL En service : oui,MUSEUM  -  DUMERIL,113,20,oui,RUE ALFRED DUMERIL,DUMERIL (RUE ALFRED DUMERIL),58,3105550184,Toulouse,31555,23970
" 43.592444168851436,1.4579280952070786","{""coordinates"": [[1.457928095207079, 43.592444168851436]], ""type"": ""MultiPoint""}",114 - BD MONTPLAISIR -  CANAL Nombre bornettes : 20 adresse : 8 BD MONPLAISIR En service : oui,BD MONTPLAISIR -  CANAL,114,20,oui,BD MONPLAISIR,MONPLAISIR (BD MONPLAISIR),8,3105556016,Toulouse,31555,15374
" 43.593531203057,1.45304249390177","{""coordinates"": [[1.45304249390177, 43.593531203057]], ""type"": ""MultiPoint""}",102 - MISTRAL -  FLEURANCE Nombre bornettes : 20 adresse : 18 ALL FREDERIC MISTRAL En service : oui,MISTRAL -  FLEURANCE,102,20,oui,ALL FREDERIC MISTRAL,MISTRAL (ALL FREDERIC MISTRAL),18,3105553584,Toulouse,31555,16925
" 43.58970924000726,1.4559510074267412","{""coordinates"": [[1.455951007426741, 43.58970924000726]], ""type"": ""MultiPoint""}",127 - DEMOISELLES - BEGUE Nombre bornettes : 16 adresse : 1 RUE BEGUE DAVID En service : oui,DEMOISELLES - BEGUE,127,16,oui,RUE BEGUE DAVID,DAVID (RUE BEGUE DAVID),1,3105550980,Toulouse,31555,13516
" 43.60231784046006,1.4255371289039283","{""coordinates"": [[1.425537128903928, 43.60231784046006]], ""type"": ""MultiPoint""}",95 - THEATRE GARONNE Nombre bornettes : 20 adresse : 4 AV DU CHATEAU D EAU En service : oui,THEATRE GARONNE,95,20,oui,AV DU CHATEAU D EAU,EAU (AV DU CHATEAU D EAU),4,3105551976,Toulouse,31555,15859
" 43.593515109385244,1.4299912457080013","{""coordinates"": [[1.429991245708001, 43.593515109385244]], ""type"": ""MultiPoint""}",37 - SAINTE LUCIE Nombre bornettes : 18 adresse : 38 RUE SAINTE LUCIE En service : oui,SAINTE LUCIE,37,18,oui,RUE SAINTE LUCIE,LUCIE (RUE SAINTE LUCIE),38,3105558040,Toulouse,31555,11609
" 43.60200113227175,1.4148430158349434","{""coordinates"": [[1.414843015834943, 43.60200113227175]], ""type"": ""MultiPoint""}",136 - FONTAINES MILHES Nombre bornettes : 20 adresse : 190 RUE DES FONTAINES En service : oui,FONTAINES MILHES,136,20,oui,RUE DES FONTAINES,FONTAINES (RUE DES FONTAINES),190,3105553380,Toulouse,31555,13704
" 43.587872559870895,1.424582630015673","{""coordinates"": [[1.424582630015673, 43.587872559870895]], ""type"": ""MultiPoint""}",142 - DEODAT DE SEVERAC Nombre bornettes : 20 adresse : 52 BD DEODAT DE SEVERAC En service : oui,DEODAT DE SEVERAC,142,20,oui,BD DEODAT DE SEVERAC,SEVERAC (BD DEODAT DE SEVERAC),52,3105552600,Toulouse,31555,9483
" 43.61656507140675,1.4441064802978647","{""coordinates"": [[1.444106480297865, 43.61656507140675]], ""type"": ""MultiPoint""}",148 - COLLIGNON Nombre bornettes : 19 adresse : 0000 AV FRANCOIS COLLIGNON En service : oui,COLLIGNON,148,19,oui,AV FRANCOIS COLLIGNON,COLLIGNON (AV FRANCOIS COLLIGNON),0,3105552178,Toulouse,31555,15988
" 43.62462226359393,1.4431190974290196","{""coordinates"": [[1.44311909742902, 43.62462226359393]], ""type"": ""MultiPoint""}",151 - CURIE NEGRENEYS Nombre bornettes : 20 adresse : 27 BD PIERRE ET MARIE CURIE En service : oui,CURIE NEGRENEYS,151,20,oui,BD PIERRE ET MARIE CURIE,CURIE (BD PIERRE ET MARIE CURIE),27,3105556880,Toulouse,31555,10087
" 43.62413331967268,1.4384823949547039","{""coordinates"": [[1.438482394954704, 43.62413331967268]], ""type"": ""MultiPoint""}",152 - THEATRE DES MAZADES Nombre bornettes : 20 adresse : 10 AV DES MAZADES En service : oui,THEATRE DES MAZADES,152,20,oui,AV DES MAZADES,MAZADES (AV DES MAZADES),10,3105555848,Toulouse,31555,6302
" 43.615396545660296,1.4485815417712122","{""coordinates"": [[1.448581541771212, 43.615396545660296]], ""type"": ""MultiPoint""}",149 - RAISIN Nombre bornettes : 22 adresse : 2 CHE DU RAISIN En service : oui,RAISIN,149,22,oui,CHE DU RAISIN,RAISIN (CHE DU RAISIN),2,3105557248,Toulouse,31555,18207
" 43.58376329885672,1.4433421345912958","{""coordinates"": [[1.443342134591296, 43.58376329885672]], ""type"": ""MultiPoint""}",155 - RECOLLETS Nombre bornettes : 20 adresse : 34 BD DES RECOLLETS En service : oui,RECOLLETS,155,20,oui,BD DES RECOLLETS,RECOLLETS (BD DES RECOLLETS),34,3105557344,Toulouse,31555,22644
" 43.580283255753905,1.4548627845032254","{""coordinates"": [[1.454862784503225, 43.580283255753905]], ""type"": ""MultiPoint""}",162 - ITALIE Nombre bornettes : 17 adresse : 49 AV D ITALIE En service : oui,ITALIE,162,17,oui,AV D ITALIE,ITALIE (AV D ITALIE),49,3105554364,Toulouse,31555,5806
" 43.62310136175032,1.4587217286038383","{""coordinates"": [[1.458721728603838, 43.62310136175032]], ""type"": ""MultiPoint""}",135 - BONNEFOY LEMAITRE Nombre bornettes : 17 adresse : 183 RUE DU FAUBOURG BONNEFOY En service : oui,BONNEFOY LEMAITRE,135,17,oui,RUE DU FAUBOURG BONNEFOY,BONNEFOY (RUE DU FAUBOURG BONNEFOY),183,3105553204,Toulouse,31555,7410
" 43.6398670489561,1.452285071755724","{""coordinates"": [[1.452285071755724, 43.6398670489561]], ""type"": ""MultiPoint""}",175 - METRO BOURGES MAUNOURY Nombre bornettes : 30 adresse : 00 AV MAURICE BOURGES MAUNOURY En service : oui,METRO BOURGES MAUNOURY,175,30,oui,AV MAURICE BOURGES MAUNOURY,MAUNOURY (AV MAURICE BOURGES MAUNOURY),0,3105555789,Toulouse,31555,8090
" 43.63321805138003,1.4507377546218025","{""coordinates"": [[1.450737754621803, 43.63321805138003]], ""type"": ""MultiPoint""}",173 - BOURGES MAUNOURY SEGLA Nombre bornettes : 20 adresse : 25 AV MAURICE BOURGES MAUNOURY En service : oui,BOURGES MAUNOURY SEGLA,173,20,oui,AV MAURICE BOURGES MAUNOURY,MAUNOURY (AV MAURICE BOURGES MAUNOURY),25,3105555789,Toulouse,31555,6453
" 43.61132467425685,1.4567994403555917","{""coordinates"": [[1.456799440355592, 43.61132467425685]], ""type"": ""MultiPoint""}",5 - LEDUC Nombre bornettes : 19 adresse : 5 RUE RENE LEDUC En service : oui,LEDUC,5,19,oui,RUE RENE LEDUC,LEDUC (RUE RENE LEDUC),5,3105557413,Toulouse,31555,24420
" 43.5860888182744,1.4829408141504514","{""coordinates"": [[1.482940814150451, 43.5860888182744]], ""type"": ""MultiPoint""}",210 - FIRMIS Nombre bornettes : 18 adresse : 42 CHE DE LA TERRASSE En service : oui,FIRMIS,210,18,oui,CHE DE LA TERRASSE,TERRASSE (CHE DE LA TERRASSE),42,3105558436,Toulouse,31555,1024
" 43.6007100766615,1.4673123225079705","{""coordinates"": [[1.467312322507971, 43.6007100766615]], ""type"": ""MultiPoint""}",213 - PUJOL CHAUBET Nombre bornettes : 18 adresse : 129 AV CAMILLE PUJOL En service : oui,PUJOL CHAUBET,213,18,oui,AV CAMILLE PUJOL,PUJOL (AV CAMILLE PUJOL),129,3105551584,Toulouse,31555,3547
" 43.600840084684364,1.4735574395220152","{""coordinates"": [[1.473557439522015, 43.600840084684364]], ""type"": ""MultiPoint""}",214 - CASTRES ACHIARY Nombre bornettes : 17 adresse : 48 AV DE CASTRES En service : oui,CASTRES ACHIARY,214,17,oui,AV DE CASTRES,CASTRES (AV DE CASTRES),48,3105551772,Toulouse,31555,1380
" 43.62766505841645,1.4619430959163093","{""coordinates"": [[1.461943095916309, 43.62766505841645]], ""type"": ""MultiPoint""}",218 - AMOUROUX SAINTE AUGUSTINE Nombre bornettes : 18 adresse : 24B CHE AMOUROUX En service : oui,AMOUROUX SAINTE AUGUSTINE,218,18,oui,CHE AMOUROUX,AMOUROUX (CHE AMOUROUX),24B,3105550260,Toulouse,31555,1325
" 43.63269301149928,1.4631526071125471","{""coordinates"": [[1.463152607112547, 43.63269301149928]], ""type"": ""MultiPoint""}",169 - ALBI AVRANCHES Nombre bornettes : 18 adresse : 78 RTE D ALBI En service : oui,ALBI AVRANCHES,169,18,oui,RTE D ALBI,ALBI (RTE D ALBI),78,3105550124,Toulouse,31555,4571
" 43.635584410566864,1.4642670117336676","{""coordinates"": [[1.464267011733668, 43.635584410566864]], ""type"": ""MultiPoint""}",170 - CROIX DAURADE BIBLIOTHEQUE Nombre bornettes : 17 adresse : 164 CHE DE NICOL En service : oui,CROIX DAURADE BIBLIOTHEQUE,170,17,oui,CHE DE NICOL,NICOL (CHE DE NICOL),164,3105556262,Toulouse,31555,3742
" 43.617008874644455,1.4083882642500236","{""coordinates"": [[1.408388264250024, 43.617008874644455]], ""type"": ""MultiPoint""}",240 - JOB BLAGNAC Nombre bornettes : 20 adresse : 112 RTE DE BLAGNAC En service : oui,JOB BLAGNAC,240,20,oui,RTE DE BLAGNAC,BLAGNAC (RTE DE BLAGNAC),112,3105551180,Toulouse,31555,8963
" 43.61431422262918,1.4617646006968488","{""coordinates"": [[1.461764600696849, 43.61431422262918]], ""type"": ""MultiPoint""}",251 - JOLIMONT Nombre bornettes : 20 adresse : 26 AV LEON BLUM En service : oui,JOLIMONT,251,20,oui,AV LEON BLUM,BLUM (AV LEON BLUM),26,3105555152,Toulouse,31555,3626
" 43.59640320206793,1.4566037724807395","{""coordinates"": [[1.456603772480739, 43.59640320206793]], ""type"": ""MultiPoint""}",15 - PORT SAINT SAUVEUR Nombre bornettes : 20 adresse : 22 PORT SAINT SAUVEUR En service : oui,PORT SAINT SAUVEUR,15,20,oui,PORT SAINT SAUVEUR,SAUVEUR (PORT SAINT SAUVEUR),22,3105558066,Toulouse,31555,11525
" 43.63830406220059,1.4650296662083289","{""coordinates"": [[1.465029666208329, 43.63830406220059]], ""type"": ""MultiPoint""}",249 - MAIRIE CROIX DAURADE Nombre bornettes : 18 adresse : 159 RTE D ALBI En service : oui,MAIRIE CROIX DAURADE,249,18,oui,RTE D ALBI,ALBI (RTE D ALBI),159,3105550124,Toulouse,31555,2536
" 43.596029106583416,1.4102196450188622","{""coordinates"": [[1.410219645018862, 43.596029106583416]], ""type"": ""MultiPoint""}",9 - ELLA MAILLART - ROQUEMAUREL Nombre bornettes : 17 adresse : 8 RUE ELLA MAILLART En service : oui,ELLA MAILLART - ROQUEMAUREL,9,17,oui,RUE ELLA MAILLART,MAILLART (RUE ELLA MAILLART),8,3105552941,Toulouse,31555,0
" 43.59305355100757,1.4145535445621198","{""coordinates"": [[1.41455354456212, 43.59305355100757]], ""type"": ""MultiPoint""}",250 - 11 NOVEMBRE 1918 Nombre bornettes : 20 adresse : 00 RUE DU ONZE NOVEMBRE 1918 En service : oui,11 NOVEMBRE 1918,250,20,oui,RUE DU ONZE NOVEMBRE 1918,NOVEMBRE 1918 (RUE DU ONZE NOVEMBRE 1918),0,3105556383,Toulouse,31555,4114
" 43.63808850046288,1.4446623225991713","{""coordinates"": [[1.444662322599171, 43.63808850046288]], ""type"": ""MultiPoint""}",283 - PLACE MICOULEAU Nombre bornettes : 0 adresse :  PL MICOULAUD En service : oui,PLACE MICOULEAU,283,0,oui,PL MICOULAUD,MICOULAUD (PL MICOULAUD),,,Toulouse,31555,2667
" 43.60070585181058,1.4835837536094043","{""coordinates"": [[1.483583753609404, 43.60070585181058]], ""type"": ""MultiPoint""}",257 - CHÂTEAU DE L'HERS Nombre bornettes : 0 adresse :  CHE DU CHATEAU DE L HERS En service : oui,CHÂTEAU DE L'HERS,257,0,oui,CHE DU CHATEAU DE L HERS,HERS (CHE DU CHATEAU DE L HERS),,,Toulouse,31555,1357
" 43.58145094453455,1.3887837991612728","{""coordinates"": [[1.388783799161273, 43.58145094453455]], ""type"": ""MultiPoint""}",275 - PLACE DES PRADETTES Nombre bornettes : 0 adresse :  PL DES PRADETTES En service : oui,PLACE DES PRADETTES,275,0,oui,PL DES PRADETTES,PRADETTES (PL DES PRADETTES),,,Toulouse,31555,3060
" 43.57915718752971,1.3926060728374177","{""coordinates"": [[1.392606072837418, 43.57915718752971]], ""type"": ""MultiPoint""}",273 - IZAR Nombre bornettes : 0 adresse :  RPT LOUIS IZAR En service : oui,IZAR,273,0,oui,RPT LOUIS IZAR,IZAR (RPT LOUIS IZAR),,,Toulouse,31555,1265
" 43.58989072038696,1.3778415896330636","{""coordinates"": [[1.377841589633064, 43.58989072038696]], ""type"": ""MultiPoint""}",269 - PLACE SAUVEGRAIN Nombre bornettes : 18 adresse :  PL JACQUES SAUVEGRAIN En service : oui,PLACE SAUVEGRAIN,269,18,oui,PL JACQUES SAUVEGRAIN,SAUVEGRAIN (PL JACQUES SAUVEGRAIN),,3105558180,Toulouse,31555,2963
" 43.62400395701295,1.427827514701506","{""coordinates"": [[1.427827514701506, 43.62400395701295]], ""type"": ""MultiPoint""}",270 - TRENTIN Nombre bornettes : 0 adresse :  BD SILVIO TRENTIN En service : oui,TRENTIN,270,0,oui,BD SILVIO TRENTIN,TRENTIN (BD SILVIO TRENTIN),,3105558356,Toulouse,31555,6833
